日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,年,月,日
2017/12/13,Moderate,69,164,49,76,51,51,0.78,26,2017,12,13
2017/12/14,Moderate,65,168,46,69,48,48,0.83,16,2017,12,14
2017/12/15,Moderate,78,226,57,84,45,45,0.91,14,2017,12,15
2017/12/16,Moderate,92,277,68,97,49,49,1.04,14,2017,12,16
2017/12/17,Moderate,67,177,47,67,50,50,0.95,12,2017,12,17
2017/12/18,Moderate,86,280,63,99,55,55,1.02,12,2017,12,18
2017/12/19,Moderate,100,314,75,118,67,67,1.23,18,2017,12,19
2017/12/20,Lightly,134,349,101,144,67,67,1.24,26,2017,12,20
2017/12/21,Lightly,120,320,90,127,54,54,1.04,36,2017,12,21
2017/12/22,Moderately,177,343,134,196,69,69,1.31,15,2017,12,22
2017/12/23,Moderately,186,314,140,204,78,78,1.5,17,2017,12,23
2017/12/24,Moderately,174,330,131,186,85,85,1.66,17,2017,12,24
2017/12/25,Moderately,183,359,138,188,63,63,1.54,21,2017,12,25
2017/12/26,Moderately,192,356,146,205,66,66,1.54,17,2017,12,26
2017/12/27,Heavily,203,338,153,212,65,65,1.77,11,2017,12,27
2017/12/28,Heavily,201,309,153,225,66,66,1.78,11,2017,12,28
2017/12/29,Lightly,135,209,101,145,50,50,1.53,10,2017,12,29
2017/12/30,Lightly,103,173,60,153,46,46,0.95,20,2017,12,30
2017/12/31,Moderate,77,99,51,97,46,46,1.12,22,2017,12,31
2018/1/1,Moderate,90,120,65,105,58,58,1.29,10,2018,1,1
2018/1/2,Moderate,94,190,70,111,53,53,1.28,7,2018,1,2
2018/1/3,Moderate,57,169,40,56,43,43,1.06,6,2018,1,3
2018/1/4,Good,22,20,14,19,36,36,1.04,12,2018,1,4
2018/1/5,Good,29,26,19,27,34,34,1.23,7,2018,1,5
2018/1/6,Good,27,33,17,26,34,34,1.03,8,2018,1,6
2018/1/7,Good,34,77,23,33,32,32,0.95,9,2018,1,7
2018/1/8,Moderate,56,132,38,58,39,39,0.91,33,2018,1,8
2018/1/9,Moderate,70,272,48,81,53,53,1.08,28,2018,1,9
2018/1/10,Moderate,77,301,55,96,67,67,1.06,30,2018,1,10
2018/1/11,Moderate,85,305,62,108,78,78,1.16,30,2018,1,11
2018/1/12,Moderate,96,295,71,118,75,75,1.19,26,2018,1,12
2018/1/13,Moderately,188,347,144,207,82,82,1.49,9,2018,1,13
2018/1/14,Moderately,173,324,130,183,74,74,1.37,27,2018,1,14
2018/1/15,Moderately,169,294,129,191,87,87,1.59,13,2018,1,15
2018/1/16,Lightly,104,178,77,100,51,51,1.14,24,2018,1,16
2018/1/17,Moderate,76,78,55,77,52,52,1.21,17,2018,1,17
2018/1/18,Lightly,123,207,92,128,61,61,1.48,9,2018,1,18
2018/1/19,Lightly,110,176,82,116,55,55,1.31,12,2018,1,19
2018/1/20,Moderate,80,127,59,84,47,47,1.24,7,2018,1,20
2018/1/21,Lightly,101,205,75,105,55,55,1.31,18,2018,1,21
2018/1/22,Moderate,71,164,51,75,54,54,1.45,10,2018,1,22
2018/1/23,Moderate,87,227,64,103,60,60,1.7,7,2018,1,23
2018/1/24,Moderate,55,147,38,51,44,44,1.28,7,2018,1,24
2018/1/25,Good,21,8,14,20,30,30,1.24,10,2018,1,25
2018/1/26,Good,32,40,22,30,31,31,0.99,13,2018,1,26
2018/1/27,Good,31,28,19,30,29,29,0.78,25,2018,1,27
2018/1/28,Moderate,60,165,41,59,38,38,0.9,13,2018,1,28
2018/1/29,Moderate,68,165,49,69,48,48,1.08,11,2018,1,29
2018/1/30,Moderate,60,96,42,61,45,45,0.98,17,2018,1,30
2018/1/31,Moderate,75,163,51,81,44,44,0.9,37,2018,1,31
2018/2/1,Moderate,86,186,62,104,64,64,1.07,16,2018,2,1
2018/2/2,Lightly,115,308,86,132,58,58,1.14,21,2018,2,2
2018/2/3,Moderate,81,291,56,93,49,49,0.88,39,2018,2,3
2018/2/4,Moderate,63,143,40,73,40,40,0.68,50,2018,2,4
2018/2/5,Moderate,75,232,54,86,50,50,0.78,30,2018,2,5
2018/2/6,Moderate,98,301,73,109,56,56,1.04,20,2018,2,6
2018/2/7,Lightly,137,343,104,148,61,61,1.18,21,2018,2,7
2018/2/8,Lightly,126,319,95,132,57,57,1.09,32,2018,2,8
2018/2/9,Lightly,114,188,85,122,58,58,1.02,37,2018,2,9
2018/2/10,Moderate,81,163,60,80,45,45,0.93,19,2018,2,10
2018/2/11,Good,46,40,30,44,38,38,0.87,13,2018,2,11
2018/2/12,Moderate,54,78,37,56,39,39,1.01,10,2018,2,12
2018/2/13,Moderate,71,155,51,70,37,37,1.18,19,2018,2,13
2018/2/14,Moderate,86,215,63,86,41,41,1.17,30,2018,2,14
2018/2/15,Moderate,99,264,74,105,34,34,1.08,50,2018,2,15
2018/2/16,Moderately,164,255,126,159,30,30,1.26,47,2018,2,16
2018/2/17,Lightly,131,289,98,123,40,40,1.39,29,2018,2,17
2018/2/18,Lightly,111,296,83,107,39,39,1.34,28,2018,2,18
2018/2/19,Moderate,64,212,45,60,22,22,0.98,54,2018,2,19
2018/2/20,Moderate,53,118,37,48,22,22,1.14,45,2018,2,20
2018/2/21,Good,28,12,19,26,25,25,1.19,23,2018,2,21
2018/2/22,Good,28,35,19,26,26,26,0.89,30,2018,2,22
2018/2/23,Good,36,58,24,35,28,28,0.94,35,2018,2,23
2018/2/24,Good,49,118,33,46,33,33,1,43,2018,2,24
2018/2/25,Moderate,51,83,34,49,43,43,1.23,48,2018,2,25
2018/2/26,Moderate,57,110,39,60,59,59,1.24,24,2018,2,26
2018/2/27,Moderate,79,220,57,86,58,58,1.21,17,2018,2,27
2018/2/28,Moderate,74,217,54,79,46,46,1.25,37,2018,2,28
2018/3/1,Moderate,64,169,45,71,44,44,1,68,2018,3,1
2018/3/2,Moderate,60,134,39,60,37,37,0.96,51,2018,3,2
2018/3/3,Good,44,38,26,44,36,36,0.98,39,2018,3,3
2018/3/4,Moderate,66,224,40,81,44,44,0.99,36,2018,3,4
2018/3/5,Good,36,43,18,35,35,35,0.68,35,2018,3,5
2018/3/6,Good,31,25,20,30,36,36,0.8,21,2018,3,6
2018/3/7,Good,25,11,15,24,32,32,0.74,26,2018,3,7
2018/3/8,Good,44,108,21,46,40,40,0.84,35,2018,3,8
2018/3/9,Moderate,58,130,22,65,49,49,0.88,60,2018,3,9
2018/3/10,Moderate,58,53,29,65,49,49,0.79,56,2018,3,10
2018/3/11,Moderate,68,123,45,82,57,57,0.96,42,2018,3,11
2018/3/12,Moderate,83,205,61,105,66,66,1.19,27,2018,3,12
2018/3/13,Moderate,85,213,63,87,59,59,1.16,26,2018,3,13
2018/3/14,Moderate,80,213,59,84,47,47,1.31,49,2018,3,14
2018/3/15,Moderate,60,145,40,62,48,48,1.04,58,2018,3,15
2018/3/16,Moderate,57,196,34,61,43,43,0.89,66,2018,3,16
2018/3/17,Good,40,18,20,39,30,30,0.77,68,2018,3,17
2018/3/18,Good,33,26,19,32,30,30,0.8,22,2018,3,18
2018/3/19,Good,33,32,18,33,32,32,0.79,39,2018,3,19
2018/3/20,Good,36,53,18,33,36,36,0.86,46,2018,3,20
2018/3/21,Good,45,57,20,46,45,45,0.86,45,2018,3,21
2018/3/22,Moderate,66,120,31,80,56,56,1.02,47,2018,3,22
2018/3/23,Moderate,81,165,45,111,77,77,1.15,25,2018,3,23
2018/3/24,Moderate,63,71,43,72,54,54,1.05,14,2018,3,24
2018/3/25,Moderate,59,59,41,64,44,44,1.02,27,2018,3,25
2018/3/26,Moderate,64,90,43,73,51,51,1.25,32,2018,3,26
2018/3/27,Moderate,84,208,62,97,58,58,1.24,21,2018,3,27
2018/3/28,Good,50,33,35,50,49,49,1.1,21,2018,3,28
2018/3/29,Good,46,36,28,47,50,50,1,40,2018,3,29
2018/3/30,Good,50,43,27,53,57,57,1.14,29,2018,3,30
2018/3/31,Good,45,28,26,46,49,49,1.09,14,2018,3,31
2018/4/1,Good,50,28,28,52,35,35,0.89,46,2018,4,1
2018/4/2,Moderate,59,44,28,65,48,48,0.96,71,2018,4,2
2018/4/3,Moderate,66,109,27,76,55,55,0.95,71,2018,4,3
2018/4/4,Moderate,65,170,33,79,53,53,0.96,63,2018,4,4
2018/4/5,Good,39,24,21,35,24,24,0.74,56,2018,4,5
2018/4/5,Good,39,24,21,35,24,24,0.74,56,2018,4,5
2018/4/6,Good,36,7,13,30,25,25,0.62,55,2018,4,6
2018/4/7,Moderate,69,171,26,86,32,32,0.67,60,2018,4,7
2018/4/8,Moderate,77,183,32,101,57,57,0.87,72,2018,4,8
2018/4/9,Moderate,82,194,39,112,62,62,0.95,78,2018,4,9
2018/4/10,Moderate,91,220,53,130,68,68,1.09,76,2018,4,10
2018/4/11,Moderate,88,226,60,125,58,58,1.05,60,2018,4,11
2018/4/12,Moderate,64,152,41,77,52,52,0.98,37,2018,4,12
2018/4/13,Good,35,30,22,34,31,31,0.84,30,2018,4,13
2018/4/14,Good,29,15,9,15,22,22,0.5,55,2018,4,14
2018/4/15,Good,38,33,18,38,32,32,0.59,52,2018,4,15
2018/4/16,Moderate,56,59,25,57,45,45,0.79,61,2018,4,16
2018/4/17,Moderate,60,52,23,58,48,48,0.78,79,2018,4,17
2018/4/18,Moderate,80,119,33,76,57,57,0.94,93,2018,4,18
2018/4/19,Moderate,61,53,24,59,39,39,0.81,91,2018,4,19
2018/4/20,Moderate,57,67,36,62,35,35,0.86,60,2018,4,20
2018/4/21,Moderate,60,159,40,65,34,34,0.96,57,2018,4,21
2018/4/22,Good,46,105,30,45,29,29,0.96,56,2018,4,22
2018/4/23,Moderate,56,220,36,59,55,55,1.1,29,2018,4,23
2018/4/24,Good,29,10,18,28,30,30,0.82,34,2018,4,24
2018/4/25,Good,19,2,10,18,26,26,0.69,28,2018,4,25
2018/4/26,Good,37,19,18,34,32,32,0.73,56,2018,4,26
2018/4/27,Moderate,61,107,29,59,50,50,0.89,69,2018,4,27
2018/4/28,Moderate,55,53,28,56,46,46,0.91,58,2018,4,28
2018/4/29,Moderate,73,142,31,59,36,36,0.81,93,2018,4,29
2018/4/30,Moderate,84,237,42,77,47,47,0.89,100,2018,4,30
2018/5/1,Moderate,66,195,46,70,41,41,0.91,62,2018,5,1
2018/5/2,Moderate,51,90,29,52,44,44,0.78,67,2018,5,2
2018/5/3,Moderate,54,90,28,58,53,53,0.88,41,2018,5,3
2018/5/4,Good,47,51,24,44,32,32,0.77,68,2018,5,4
2018/5/5,Good,48,76,29,49,34,34,0.81,43,2018,5,5
2018/5/6,Moderate,56,177,24,60,26,26,0.56,77,2018,5,6
2018/5/7,Moderate,74,275,30,72,41,41,0.73,107,2018,5,7
2018/5/8,Moderate,52,113,23,47,38,38,0.75,69,2018,5,8
2018/5/9,Good,41,47,26,39,32,32,0.68,61,2018,5,9
2018/5/10,Good,39,37,23,37,33,33,0.72,46,2018,5,10
2018/5/11,Good,36,17,23,35,35,35,0.83,40,2018,5,11
2018/5/12,Moderate,75,232,35,60,50,50,1,78,2018,5,12
2018/5/13,Moderate,86,257,36,75,63,63,0.98,97,2018,5,13
2018/5/14,Moderate,72,168,28,65,63,63,0.97,88,2018,5,14
2018/5/15,Moderate,90,297,31,69,56,56,0.9,124,2018,5,15
2018/5/16,Moderate,94,314,34,75,51,51,0.93,116,2018,5,16
2018/5/17,Moderate,56,147,24,52,38,38,0.79,72,2018,5,17
2018/5/18,Good,48,58,25,40,35,35,0.76,88,2018,5,18
2018/5/19,Moderate,51,113,28,47,37,37,0.87,76,2018,5,19
2018/5/20,Good,50,147,15,29,29,29,0.78,88,2018,5,20
2018/5/21,Moderate,56,231,21,43,29,29,0.87,85,2018,5,21
2018/5/22,Good,30,17,13,25,21,21,0.64,50,2018,5,22
2018/5/23,Good,46,61,17,44,28,28,0.65,61,2018,5,23
2018/5/24,Good,30,11,16,29,36,36,0.84,28,2018,5,24
2018/5/25,Moderate,51,106,33,55,41,41,0.95,56,2018,5,25
2018/5/26,Moderate,65,215,42,78,42,42,0.86,36,2018,5,26
2018/5/27,Moderate,54,105,27,62,33,33,0.65,57,2018,5,27
2018/5/28,Moderate,76,158,37,99,51,51,0.91,61,2018,5,28
2018/5/29,Moderate,80,205,45,107,68,68,1.06,26,2018,5,29
2018/5/30,Moderate,62,161,34,72,62,62,0.89,34,2018,5,30
2018/5/31,Moderate,53,106,35,57,45,45,0.87,44,2018,5,31
2018/6/1,Good,41,47,23,40,42,42,0.8,29,2018,6,1
2018/6/2,Moderate,52,86,31,55,46,46,0.86,54,2018,6,2
2018/6/3,Moderate,70,164,48,77,50,50,1.01,63,2018,6,3
2018/6/4,Moderate,54,101,34,57,36,36,0.75,68,2018,6,4
2018/6/5,Moderate,72,211,30,56,46,46,0.83,93,2018,6,5
2018/6/6,Moderate,98,275,36,70,58,58,0.98,125,2018,6,6
2018/6/7,Lightly,110,313,38,72,53,53,0.97,146,2018,6,7
2018/6/8,Moderate,60,212,34,64,46,46,0.81,63,2018,6,8
2018/6/9,Moderate,67,298,25,42,27,27,0.6,109,2018,6,9
2018/6/10,Moderate,90,357,33,63,45,45,0.76,123,2018,6,10
2018/6/11,Moderate,61,151,37,67,57,57,0.94,69,2018,6,11
2018/6/12,Good,45,63,18,27,28,28,0.69,86,2018,6,12
2018/6/13,Moderate,55,151,34,52,41,41,0.9,66,2018,6,13
2018/6/14,Moderate,52,124,33,49,35,35,0.81,65,2018,6,14
2018/6/15,Good,44,77,27,44,44,44,0.72,48,2018,6,15
2018/6/16,Moderate,68,221,47,79,51,51,0.93,18,2018,6,16
2018/6/17,Good,44,70,28,44,32,32,0.78,45,2018,6,17
2018/6/18,Good,44,77,30,45,35,35,0.88,31,2018,6,18
2018/6/19,Good,48,154,32,49,38,38,1.03,51,2018,6,19
2018/6/20,Moderate,52,205,34,53,51,51,1.22,39,2018,6,20
2018/6/21,Good,30,24,17,29,31,31,0.88,29,2018,6,21
2018/6/22,Good,27,11,15,26,33,33,0.89,31,2018,6,22
2018/6/23,Good,49,160,21,39,37,37,1.02,53,2018,6,23
2018/6/24,Good,35,89,14,30,33,33,0.78,43,2018,6,24
2018/6/25,Good,30,70,11,25,25,25,0.62,43,2018,6,25
2018/6/26,Good,32,73,11,25,24,24,0.57,50,2018,6,26
2018/6/27,Good,42,131,13,27,25,25,0.61,71,2018,6,27
2018/6/28,Moderate,60,264,17,37,29,29,0.63,90,2018,6,28
2018/6/29,Moderate,70,251,31,64,38,38,0.85,88,2018,6,29
2018/6/30,Good,49,168,26,49,32,32,0.81,52,2018,6,30
2018/7/1,Good,50,189,22,42,27,27,0.8,79,2018,7,1
2018/7/2,Good,38,103,16,36,24,24,0.74,56,2018,7,2
2018/7/3,Good,31,51,16,30,27,27,0.8,34,2018,7,3
2018/7/4,Moderate,53,213,34,56,42,42,1.07,26,2018,7,4
2018/7/5,Moderate,53,237,34,54,36,36,1.01,38,2018,7,5
2018/7/6,Moderate,56,260,34,59,43,43,1.04,34,2018,7,6
2018/7/7,Good,40,194,23,39,34,34,0.89,46,2018,7,7
2018/7/8,Moderate,69,333,32,54,30,30,0.88,84,2018,7,8
2018/7/9,Good,48,254,21,36,25,25,0.81,77,2018,7,9
2018/7/10,Good,42,177,21,39,26,26,0.74,54,2018,7,10
2018/7/11,Good,46,182,17,34,24,24,0.58,82,2018,7,11
2018/7/12,Good,48,229,20,36,19,19,0.62,86,2018,7,12
2018/7/13,Moderate,78,351,30,54,29,29,0.71,109,2018,7,13
2018/7/14,Moderate,66,322,30,55,31,31,0.72,88,2018,7,14
2018/7/15,Good,41,139,17,34,23,23,0.52,62,2018,7,15
2018/7/16,Good,40,136,16,33,27,27,0.5,65,2018,7,16
2018/7/17,Moderate,56,245,24,50,36,36,0.67,80,2018,7,17
2018/7/18,Moderate,58,253,29,52,29,29,0.64,77,2018,7,18
2018/7/19,Good,50,194,21,42,26,26,0.54,80,2018,7,19
2018/7/20,Good,47,149,17,36,26,26,0.48,74,2018,7,20
2018/7/21,Moderate,68,255,23,47,30,30,0.55,103,2018,7,21
2018/7/22,Moderate,80,328,28,56,32,32,0.67,114,2018,7,22
2018/7/23,Moderate,70,299,32,57,35,35,0.68,99,2018,7,23
2018/7/24,Moderate,87,352,34,59,31,31,0.67,124,2018,7,24
2018/7/25,Moderate,89,344,40,70,34,34,0.82,122,2018,7,25
2018/7/26,Moderate,66,268,30,52,32,32,0.75,95,2018,7,26
2018/7/27,Moderate,57,256,21,39,24,24,0.6,93,2018,7,27
2018/7/28,Moderate,55,205,23,44,29,29,0.61,85,2018,7,28
2018/7/29,Good,50,141,20,38,22,22,0.51,81,2018,7,29
2018/7/30,Good,36,74,19,34,25,25,0.58,46,2018,7,30
2018/7/31,Good,38,90,18,29,28,28,0.63,73,2018,7,31
2018/8/1,Good,47,150,22,37,28,28,0.7,71,2018,8,1
2018/8/2,Good,34,60,17,29,22,22,0.65,59,2018,8,2
2018/8/3,Good,42,150,20,38,32,32,0.68,58,2018,8,3
2018/8/4,Moderate,66,287,22,38,25,25,0.66,112,2018,8,4
2018/8/5,Moderate,62,260,22,37,29,29,0.69,100,2018,8,5
2018/8/6,Moderate,73,307,31,52,38,38,0.86,96,2018,8,6
2018/8/7,Moderate,55,217,28,48,33,33,0.8,77,2018,8,7
2018/8/8,Good,46,126,21,39,32,32,0.71,67,2018,8,8
2018/8/9,Moderate,66,253,23,45,35,35,0.75,90,2018,8,9
2018/8/10,Moderate,78,283,22,44,29,29,0.67,119,2018,8,10
2018/8/11,Moderate,73,256,24,46,33,33,0.68,103,2018,8,11
2018/8/12,Moderate,71,273,30,57,45,45,0.78,97,2018,8,12
2018/8/13,Moderate,97,362,39,73,47,47,0.85,120,2018,8,13
2018/8/14,Moderate,90,353,44,78,41,41,0.91,115,2018,8,14
2018/8/15,Moderate,63,314,32,53,36,36,0.85,99,2018,8,15
2018/8/16,Moderate,70,343,32,56,32,32,0.81,106,2018,8,16
2018/8/17,Moderate,68,325,31,51,30,30,0.84,101,2018,8,17
2018/8/18,Moderate,69,338,28,46,31,31,0.8,106,2018,8,18
2018/8/19,Moderate,88,363,32,58,40,40,0.85,125,2018,8,19
2018/8/20,Moderate,89,357,33,64,45,45,0.85,112,2018,8,20
2018/8/21,Moderate,70,294,22,42,40,40,0.8,108,2018,8,21
2018/8/22,Good,44,107,27,45,33,33,0.78,65,2018,8,22
2018/8/23,Moderate,60,206,25,42,27,27,0.73,97,2018,8,23
2018/8/25,Moderate,84,286,33,55,34,34,0.79,130,2018,8,25
2018/8/27,Lightly,101,331,38,67,40,40,0.8,143,2018,8,27
2018/8/29,Lightly,106,344,45,78,40,40,0.91,148,2018,8,29
2018/8/31,Moderate,59,281,20,36,25,25,0.57,111,2018,8,31
2018/9/2,Good,50,236,13,27,19,19,0.58,99,2018,9,2
2018/9/3,Moderate,59,271,27,49,35,35,0.73,91,2018,9,3
2018/9/4,Moderate,73,332,33,52,29,29,0.74,96,2018,9,4
2018/9/5,Moderate,54,210,27,48,27,27,0.67,75,2018,9,5
2018/9/6,Good,30,46,19,29,23,23,0.53,46,2018,9,6
2018/9/7,Good,27,33,15,23,23,23,0.52,49,2018,9,7
2018/9/8,Good,39,119,23,37,28,28,0.6,47,2018,9,8
2018/9/9,Good,50,186,28,49,39,39,0.7,40,2018,9,9
2018/9/10,Good,41,82,28,39,28,28,0.67,52,2018,9,10
2018/9/11,Good,48,147,32,46,38,38,0.8,30,2018,9,11
2018/9/12,Good,38,90,25,36,34,34,0.84,28,2018,9,12
2018/9/13,Good,42,138,27,41,27,27,0.74,29,2018,9,13
2018/9/14,Good,38,87,23,37,35,35,0.79,20,2018,9,14
2018/9/15,Good,48,194,27,48,39,39,0.89,16,2018,9,15
2018/9/16,Good,40,176,23,39,30,30,0.71,17,2018,9,16
2018/9/17,Good,46,221,27,45,32,32,0.79,11,2018,9,17
2018/9/18,Good,42,198,26,43,39,39,1,17,2018,9,18
2018/9/19,Moderate,53,257,29,52,39,39,0.95,56,2018,9,19
2018/9/20,Good,41,138,24,40,27,27,0.79,30,2018,9,20
2018/9/21,Good,36,77,19,36,37,37,0.72,39,2018,9,21
2018/9/22,Moderate,52,221,28,52,50,50,0.89,18,2018,9,22
2018/9/23,Good,47,164,26,46,36,36,0.91,50,2018,9,23
2018/9/24,Good,32,81,18,31,32,32,0.74,23,2018,9,24
2018/9/25,Good,22,15,14,21,34,34,0.8,34,2018,9,25
2018/9/26,Good,27,29,15,26,28,28,0.85,41,2018,9,26
2018/9/27,Good,26,24,15,25,32,32,0.74,32,2018,9,27
2018/9/28,Good,27,19,16,26,40,40,0.81,21,2018,9,28
2018/9/29,Good,47,152,26,47,48,48,0.98,29,2018,9,29
2018/9/30,Moderate,63,244,42,71,52,52,1.07,17,2018,9,30
2018/10/1,Good,45,151,28,44,34,34,0.71,26,2018,10,1
2018/10/2,Good,34,36,21,33,31,31,0.59,28,2018,10,2
2018/10/3,Good,29,18,19,27,31,31,0.62,25,2018,10,3
2018/10/4,Good,41,50,25,41,35,35,0.62,21,2018,10,4
2018/10/5,Moderate,60,168,38,66,45,45,0.77,17,2018,10,5
2018/10/6,Moderate,59,152,41,61,43,43,0.77,16,2018,10,6
2018/10/7,Good,47,102,32,47,46,46,0.86,10,2018,10,7
2018/10/8,Good,44,83,29,43,37,37,0.78,24,2018,10,8
2018/10/9,Good,48,133,32,47,40,40,0.74,31,2018,10,9
2018/10/10,Moderate,52,207,32,53,43,43,0.76,41,2018,10,10
2018/10/11,Moderate,65,305,43,79,61,61,1.01,31,2018,10,11
2018/10/12,Moderate,82,329,59,101,62,62,1.08,17,2018,10,12
2018/10/13,Good,43,68,29,42,36,36,0.63,54,2018,10,13
2018/10/14,Good,44,111,27,43,39,39,0.71,29,2018,10,14
2018/10/15,Moderate,57,229,39,61,51,51,0.95,19,2018,10,15
2018/10/16,Moderate,68,272,48,76,56,56,1.29,7,2018,10,16
2018/10/17,Moderate,62,240,43,68,47,47,1.13,14,2018,10,17
2018/10/18,Good,46,153,27,45,47,47,0.77,23,2018,10,18
2018/10/19,Good,37,59,25,34,28,28,0.72,51,2018,10,19
2018/10/20,Good,31,37,20,30,31,31,0.82,35,2018,10,20
2018/10/21,Good,38,81,22,38,37,37,0.84,17,2018,10,21
2018/10/22,Moderate,53,174,32,55,44,44,1.04,9,2018,10,22
2018/10/23,Moderate,54,181,35,56,46,46,1.02,9,2018,10,23
2018/10/24,Moderate,54,154,35,57,39,39,0.99,10,2018,10,24
2018/10/25,Moderate,54,122,35,55,33,33,0.86,9,2018,10,25
2018/10/26,Moderate,64,251,44,73,42,42,1.09,7,2018,10,26
2018/10/27,Moderate,62,239,43,69,38,38,1.05,7,2018,10,27
2018/10/28,Moderate,64,227,45,71,38,38,0.98,7,2018,10,28
2018/10/29,Lightly,103,359,77,118,74,74,1.16,31,2018,10,29
2018/10/30,Lightly,105,354,78,120,51,51,1.13,24,2018,10,30
2018/10/31,Lightly,101,347,75,117,60,60,1.25,27,2018,10,31
2018/11/1,Lightly,101,334,75,117,60,60,1.25,37,2018,11,1
2018/11/2,Moderate,72,234,51,81,57,57,0.93,49,2018,11,2
2018/11/3,Moderate,60,172,37,68,58,58,0.73,60,2018,11,3
2018/11/4,Moderate,95,323,70,113,72,72,0.98,23,2018,11,4
2018/11/5,Moderate,65,290,47,63,39,39,0.72,18,2018,11,5
2018/11/6,Good,28,54,18,26,27,27,0.52,18,2018,11,6
2018/11/7,Good,26,55,17,25,29,29,0.62,14,2018,11,7
2018/11/8,Good,38,128,25,35,31,31,0.66,36,2018,11,8
2018/11/9,Moderate,53,174,34,57,54,54,0.87,12,2018,11,9
2018/11/10,Moderate,64,210,45,68,43,43,0.8,15,2018,11,10
2018/11/11,Moderate,70,234,50,77,44,44,0.87,15,2018,11,11
2018/11/12,Moderate,89,279,65,97,48,48,1.02,15,2018,11,12
2018/11/13,Moderate,63,208,44,65,41,41,0.96,9,2018,11,13
2018/11/14,Good,49,119,32,50,38,38,0.94,8,2018,11,14
2018/11/15,Moderate,57,203,38,61,39,39,0.96,8,2018,11,15
2018/11/16,Good,40,186,25,39,30,30,0.88,6,2018,11,16
2018/11/17,Good,24,49,15,23,24,24,0.68,6,2018,11,17
2018/11/18,Good,25,54,16,23,24,24,0.56,22,2018,11,18
2018/11/19,Good,46,132,30,46,37,37,0.72,7,2018,11,19
2018/11/20,Moderate,63,209,43,71,41,41,0.9,6,2018,11,20
2018/11/21,Moderate,70,266,50,73,39,39,0.93,8,2018,11,21
2018/11/22,Moderate,75,257,54,80,42,42,1.04,6,2018,11,22
2018/11/23,Moderate,63,156,43,68,39,39,0.98,18,2018,11,23
2018/11/24,Moderate,74,164,53,79,42,42,0.93,10,2018,11,24
2018/11/25,Moderate,80,167,59,90,47,47,1.04,19,2018,11,25
2018/11/26,Moderate,75,129,54,79,45,45,0.96,17,2018,11,26
2018/11/27,Moderate,87,171,64,93,51,51,0.91,20,2018,11,27
2018/11/28,Moderate,83,171,60,92,49,49,1.06,17,2018,11,28
2018/11/29,Moderate,96,218,71,105,48,48,1.03,8,2018,11,29
2018/11/30,Moderate,52,57,36,53,41,41,0.98,8,2018,11,30
2018/12/1,Moderate,60,87,41,66,45,45,1,14,2018,12,1
2018/12/2,Moderate,72,154,52,79,45,45,1.05,11,2018,12,2
2018/12/3,Moderate,65,133,43,73,38,38,0.96,15,2018,12,3
2018/12/4,Moderate,68,223,45,81,41,41,1.03,8,2018,12,4
2018/12/5,Good,40,69,23,39,34,34,1.03,13,2018,12,5
2018/12/6,Good,33,77,20,31,29,29,0.92,6,2018,12,6
2018/12/7,Good,28,71,17,27,24,24,0.68,18,2018,12,7
2018/12/8,Good,32,106,20,31,27,27,0.63,14,2018,12,8
2018/12/9,Good,27,72,16,26,25,25,0.69,17,2018,12,9
2018/12/10,Good,39,134,23,39,30,30,0.68,12,2018,12,10
2018/12/11,Moderate,62,187,43,68,36,36,0.83,6,2018,12,11
2018/12/12,Moderate,71,172,51,75,38,38,0.93,6,2018,12,12
2018/12/13,Moderate,67,131,47,77,47,47,0.98,6,2018,12,13
2018/12/14,Moderate,86,200,63,97,48,48,1.01,7,2018,12,14
2018/12/15,Moderate,97,248,72,104,45,45,0.98,7,2018,12,15
2018/12/16,Lightly,107,231,80,114,45,45,0.99,17,2018,12,16
2018/12/17,Lightly,116,286,87,120,59,59,1.09,21,2018,12,17
2018/12/18,Lightly,126,306,95,133,61,61,1.28,9,2018,12,18
2018/12/19,Moderately,171,313,129,174,58,58,1.38,9,2018,12,19
2018/12/20,Lightly,134,296,102,133,53,53,1.1,17,2018,12,20
2018/12/21,Moderate,86,225,63,82,49,49,1.11,9,2018,12,21
2018/12/28,Good,38,95,26,36,31,31,0.76,14,2018,12,28
2018/12/29,Good,29,38,20,26,27,27,0.65,18,2018,12,29
2018/12/30,Good,50,128,35,46,31,31,0.84,12,2018,12,30
2018/12/31,Moderate,63,197,45,58,32,32,0.79,22,2018,12,31
2019/1/1,Moderate,77,216,55,76,37,37,0.82,9,2019,1,1
2019/1/2,Moderate,82,183,60,85,43,43,0.9,13,2019,1,2
2019/1/3,Moderate,85,175,62,85,38,38,0.87,15,2019,1,3
2019/1/4,Moderate,77,201,56,75,42,42,0.94,14,2019,1,4
2019/1/5,Moderate,78,217,57,83,51,51,1.02,19,2019,1,5
2019/1/6,Moderate,70,165,50,72,44,44,0.93,21,2019,1,6
2019/1/7,Moderate,91,221,67,98,50,50,1.04,17,2019,1,7
2019/1/8,Lightly,127,286,96,132,54,54,1.2,7,2019,1,8
2019/1/9,Good,45,108,31,41,38,38,1.15,15,2019,1,9
2019/1/10,Good,42,109,28,40,38,38,1.33,10,2019,1,10
